date,open,high,low,close,adj_close,volume,score,w_subj,w_polar,w_comp
2023-03-01,90.160004,91.199997,89.849998,90.510002,90.510002,26323900.0,2167.0,0.2726580244368217,0.0498580024765508,0.1404032764190124
2023-03-02,89.860001,92.480003,89.769997,92.309998,92.309998,23328600.0,1027.0,0.3506438499545286,0.0818499400585169,0.2454316455696202
2023-03-03,92.739998,94.110001,92.660004,94.019997,94.019997,30242500.0,72.0,0.3975704951892121,0.0738497587481962,0.2945944444444444
2023-03-04,92.739998,94.110001,92.660004,94.019997,94.019997,30242500.0,9001.0,0.4013650932759403,0.0453518053749202,0.3653503832907455
2023-03-05,92.739998,94.110001,92.660004,94.019997,94.019997,30242500.0,4529.0,0.3153376397681857,0.0267763008839757,0.2171382203576948
2023-03-06,94.360001,96.300003,94.300003,95.580002,95.580002,28288200.0,62542.0,0.4401537163117912,0.0377459192936831,0.1260947379361069
2023-03-07,95.419998,96.089996,93.844002,94.169998,94.169998,24101500.0,60.0,0.2658775510204081,0.0034098639455782,0.0845
2023-03-08,94.404999,96.239998,94.404999,94.650002,94.650002,25395200.0,27555.0,0.3601116762627147,0.0994110775292348,0.3730145817455996
2023-03-09,94.489998,95.919998,92.355003,92.660004,92.660004,24438900.0,5126.0,0.4089670623544035,0.0117082332090455,0.0984383144752243
2023-03-10,92.5,93.18,90.800003,91.010002,91.010002,32850100.0,96.0,0.3407149418868169,0.0954196478675645,0.133075
2023-03-11,92.5,93.18,90.800003,91.010002,91.010002,32850100.0,24.0,0.4341109137225209,0.0221321332437403,-0.1730083333333333
2023-03-12,92.5,93.18,90.800003,91.010002,91.010002,32850100.0,4.0,0.0,0.0,0.0
2023-03-13,90.565002,93.080002,89.940002,91.660004,91.660004,31508600.0,5751.0,0.3521439856361396,0.0791176182391859,0.0877504434011476
2023-03-14,93.07,94.830002,92.779999,94.25,94.25,32303900.0,93.0,0.3663796567828826,0.1484677419354838,0.1274827956989247
2023-03-15,93.540001,97.25,93.040001,96.550003,96.550003,38367300.0,4809.0,0.3541084525549984,0.0367766615385366,0.0830444791016843
2023-03-16,96.57,101.970001,95.870003,101.07,101.07,54499500.0,4539.0,0.3617961582012301,0.0569914615041452,0.1306340603657193
2023-03-17,100.839996,103.489998,100.75,102.459999,102.459999,76140300.0,3268.0,0.3602037546510153,0.0559726147033295,0.0884206242350061
2023-03-18,100.839996,103.489998,100.75,102.459999,102.459999,76140300.0,835.0,0.4194403939152218,0.1143556872494815,0.6463529341317366
2023-03-19,100.839996,103.489998,100.75,102.459999,102.459999,76140300.0,41.0,0.5306837979094077,0.2556939605110336,0.6631219512195122
2023-03-20,101.059998,102.580002,100.790001,101.93,101.93,26033900.0,2073.0,0.3156204186087272,0.041314084280378,0.1815698022190063
2023-03-21,101.980003,105.959999,101.860001,105.839996,105.839996,33122800.0,2955.0,0.3886477201453457,0.0686503709772969,0.5614265989847717
2023-03-22,105.139999,107.510002,104.209999,104.220001,104.220001,32336900.0,4494.0,0.3706378989558075,0.0647608267864687,0.099802225189141
2023-03-23,105.889999,107.100998,105.410004,106.260002,106.260002,31385800.0,155.0,0.3834238953645975,0.0732549628844695,0.2778445161290322
2023-03-24,105.739998,106.160004,104.739998,106.059998,106.059998,25236200.0,8.0,0.0166666666666666,0.0,0.0972
2023-03-25,105.739998,106.160004,104.739998,106.059998,106.059998,25236200.0,1723.0,0.3407408347842909,0.0477951892693622,-0.116854846198491
2023-03-26,105.739998,106.160004,104.739998,106.059998,106.059998,25236200.0,877.0,0.4185802780869633,0.1753648232205463,0.3746476624857468
2023-03-27,105.32,105.400002,102.629997,103.059998,103.059998,25393400.0,110.0,0.3224364951126314,0.1343252395051637,0.30309
2023-03-28,103.0,103.0,100.279999,101.360001,101.360001,24913500.0,8.0,0.125,0.125,0.050575
2023-03-29,102.720001,102.82,101.029999,101.900002,101.900002,26148300.0,20.0,0.199141156462585,-0.0193112244897959,0.0172
2023-03-30,101.440002,101.610001,100.290001,101.32,101.32,25009800.0,792.0,0.5038842751765641,0.0300612223258417,0.1596794191919192
2023-03-31,101.709999,104.190002,101.440002,104.0,104.0,28108000.0,2459.0,0.3174561324422091,0.044254935106713,0.1320878812525416
2023-04-01,101.709999,104.190002,101.440002,104.0,104.0,28108000.0,116.0,0.5210309822361546,0.1247997885256505,0.3625801724137931
2023-04-02,101.709999,104.190002,101.440002,104.0,104.0,28108000.0,6.0,0.4666666666666666,0.5333333333333333,0.2809999999999999
2023-04-03,102.669998,104.949997,102.379997,104.910004,104.910004,20719900.0,2145.0,0.3632771278281371,0.0593308678261154,0.1711209324009324
2023-04-04,104.839996,106.099998,104.599998,105.120003,105.120003,20377200.0,9965.0,0.2133325015348085,0.0392550158130403,0.0579460712493728
2023-04-05,106.120003,106.540001,104.101997,104.949997,104.949997,21864200.0,7514.0,0.441520031451161,0.0797330312043111,0.1772165557625765
2023-04-06,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0,1449.0,0.3675177432085081,0.0865084891726135,0.2292179434092477
2023-04-07,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0,168.0,0.3980469410639865,0.1245808592261514,0.2659327380952381
2023-04-08,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0,13379.0,0.4213434331048222,0.0235713206500447,0.2964411241497869
2023-04-09,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0,6833.0,0.2970908844914737,0.0127752734184759,0.1236155275867115
2023-04-10,107.389999,107.970001,105.599998,106.949997,106.949997,19741500.0,2094.0,0.2980725119211092,0.0498736661390561,0.2337288920725883
2023-04-11,106.919998,107.220001,105.279999,106.120003,106.120003,18721300.0,397.0,0.2957130116838801,0.0693104165243032,0.1609760705289672
2023-04-12,107.389999,107.586998,104.970001,105.220001,105.220001,22761600.0,31.0,0.3681720430107527,-0.0609872922776148,0.0767612903225806
2023-04-13,106.470001,108.264999,106.440002,108.190002,108.190002,21650700.0,6.0,0.4000000000000001,0.4666666666666666,0.2936
2023-04-14,107.690002,109.580002,107.589996,109.459999,109.459999,20758700.0,2.0,0.0,0.0,0.2263
2023-04-15,107.690002,109.580002,107.589996,109.459999,109.459999,20758700.0,2.0,0.0,0.0,0.2263
2023-04-16,107.690002,109.580002,107.589996,109.459999,109.459999,20758700.0,2196.0,0.3168156794821753,0.0348861430956717,0.0124002276867031
2023-04-17,105.43,106.709999,105.32,106.419998,106.419998,29043400.0,19329.0,0.3554401422261636,-0.0043755517989435,-0.1219424181282011
2023-04-18,107.0,107.050003,104.779999,105.120003,105.120003,17641400.0,5404.0,0.312065983078393,0.0500097119731593,0.2567400074019245
2023-04-19,104.214996,105.724998,103.800003,105.019997,105.019997,16732000.0,262.0,0.341890849215004,0.000779889563968,0.0220007633587786
2023-04-20,104.650002,106.888,104.639999,105.900002,105.900002,22515300.0,64.0,0.4423182532166907,0.0992375766594516,0.5798859375000001
2023-04-21,106.089996,106.639999,105.485001,105.910004,105.910004,22379000.0,4.0,0.2059523809523809,0.1059523809523809,0.21075
2023-04-22,106.089996,106.639999,105.485001,105.910004,105.910004,22379000.0,6.0,0.6107142857142858,0.1333333333333333,0.0072666666666666
2023-04-23,106.089996,106.639999,105.485001,105.910004,105.910004,22379000.0,6128.0,0.4368575708949811,0.166686924730332,-0.6271571475195823
2023-04-24,106.050003,107.32,105.360001,106.779999,106.779999,21410900.0,1094.0,0.3978115105597395,0.0197688167446508,0.1308031992687385
2023-04-25,106.610001,107.440002,104.559998,104.610001,104.610001,31408100.0,7552.0,0.3457306286851319,0.0694578678012208,0.2757383077330508
2023-04-26,105.559998,107.019997,103.269997,104.449997,104.449997,37068200.0,37043.0,0.3342907973710608,0.0375676627801235,-0.0226193396863105
2023-04-27,105.230003,109.150002,104.419998,108.370003,108.370003,38235200.0,14078.0,0.4518998361573726,0.0325368158720732,0.1487132831368092
2023-04-28,107.800003,108.290001,106.040001,108.220001,108.220001,23957900.0,2989.0,0.3851074324056431,0.1120997317240321,0.1496850117096018
2023-04-29,107.800003,108.290001,106.040001,108.220001,108.220001,23957900.0,5098.0,0.1869134543189461,0.0471937257881359,0.1551682620635543
2023-04-30,107.800003,108.290001,106.040001,108.220001,108.220001,23957900.0,4452.0,0.3568361989382421,0.0264156056646413,0.2984264824797843
2023-05-01,107.720001,108.68,107.5,107.709999,107.709999,20926300.0,27584.0,0.2462744021545864,0.0339164623386701,0.1152494598317865
2023-05-02,107.660004,107.730003,104.5,105.980003,105.980003,20343100.0,648.0,0.3257115222811596,-0.0130903401296919,0.1843635802469136
2023-05-03,106.220001,108.129997,105.620003,106.120003,106.120003,17116300.0,37.0,0.2963415525915526,0.1328221890721891,0.0857135135135135
2023-05-04,106.160004,106.300003,104.699997,105.209999,105.209999,19780600.0,14.0,0.2714285714285714,0.219047619047619,0.3728285714285714
2023-05-05,105.32,106.440002,104.738998,106.214996,106.214996,20705300.0,4.0,0.3678571428571428,0.2928571428571428,0.4232
2023-05-06,105.32,106.440002,104.738998,106.214996,106.214996,20705300.0,3437.0,0.4686602546636355,-0.0854159229979774,0.1638052080302589
2023-05-07,105.32,106.440002,104.738998,106.214996,106.214996,20705300.0,6456.0,0.3393069696500033,0.1193477608630207,0.1395847893432465
2023-05-08,105.794998,108.419998,105.790001,108.239998,108.239998,17266000.0,1734.0,0.3567725704740776,0.0612247199003834,0.1974145905420992
2023-05-09,108.779999,110.595001,107.724998,107.940002,107.940002,24782400.0,6948.0,0.3606505768829327,0.0180179028750314,0.6087627950489349
2023-05-10,108.550003,113.510002,108.480003,112.279999,112.279999,47533500.0,42510.0,0.1002121612549673,0.0344368146826254,0.0848588073394495
2023-05-11,115.860001,118.440002,114.93,116.900002,116.900002,57115100.0,12331.0,0.2792847926097914,0.0819977684861706,0.2295951747627929
2023-05-12,117.0,118.260002,116.550003,117.919998,117.919998,31272500.0,704.0,0.277471962740707,0.0368144338356669,0.0676495738636363
2023-05-13,117.0,118.260002,116.550003,117.919998,117.919998,31272500.0,1103.0,0.468816217914586,0.1549227480739266,0.4108885766092475
2023-05-14,117.0,118.260002,116.550003,117.919998,117.919998,31272500.0,8506.0,0.0785798216449851,-0.0112984800219658,0.0014657183164824
2023-05-15,116.489998,118.794998,116.480003,116.959999,116.959999,22107900.0,181.0,0.3158988065341656,0.0804520341536916,0.1033220994475138
2023-05-16,116.830002,121.199997,116.830002,120.089996,120.089996,32370100.0,16.0,0.025,0.025,0.028675
2023-05-17,120.18,122.279999,119.459999,121.480003,121.480003,26659600.0,2527.0,0.3528095119337532,0.081037300919166,0.2633384250098931
2023-05-18,121.559998,123.900002,121.489998,123.519997,123.519997,27014500.0,846.0,0.4607414489900596,0.1035129572422172,0.391722695035461
2023-05-19,124.199997,126.478996,122.720001,123.25,123.25,30251300.0,1813.0,0.3153281569291759,0.0719617397621385,0.1885873138444567
2023-05-20,124.199997,126.478996,122.720001,123.25,123.25,30251300.0,13682.0,0.3833792415300877,-0.0462486499644848,0.1063180017541295
2023-05-21,124.199997,126.478996,122.720001,123.25,123.25,30251300.0,7821.0,0.2191477380090644,0.0660269978881017,0.167334944380514
2023-05-22,123.510002,127.050003,123.449997,125.870003,125.870003,29760200.0,1372.0,0.4071976312108997,-0.0095581487164476,0.2072672011661807
2023-05-23,124.93,125.419998,123.050003,123.290001,123.290001,24477900.0,46.0,0.51843550584485,0.1579088301987461,0.0226847826086956
2023-05-24,121.879997,122.75,120.75,121.639999,121.639999,23087900.0,12.0,0.0,0.0,-0.2506
2023-05-25,125.209999,125.980003,122.900002,124.349998,124.349998,33812700.0,476.0,0.1185084290126306,0.0657359097485147,0.1372327731092437
2023-05-26,124.065002,126.0,123.290001,125.43,125.43,25154700.0,33.0,0.2999999999999999,0.1378787878787879,0.1568272727272727
2023-05-27,124.065002,126.0,123.290001,125.43,125.43,25154700.0,8.0,0.30625,0.1625,0.228125
2023-05-28,124.065002,126.0,123.290001,125.43,125.43,25154700.0,8.0,0.30625,0.1625,0.228125
2023-05-29,124.065002,126.0,123.290001,125.43,125.43,25154700.0,36158.0,0.3113198079030239,0.0489932472133052,0.1065710631118977
2023-05-30,126.290001,126.379997,122.889999,124.639999,124.639999,27230700.0,26232.0,0.4388176681864036,0.1527864176111644,0.3800925701433363
2023-05-31,123.699997,124.900002,123.099998,123.370003,123.370003,41548800.0,8658.0,0.244689716213274,0.0469750698764571,-0.0378582813582813
2023-06-01,123.5,125.040001,123.300003,124.370003,124.370003,25017700.0,3114.0,0.3067228935178187,0.0336144573030384,0.191585838150289
2023-06-02,124.489998,126.745003,124.349998,125.230003,125.230003,19362400.0,71.0,0.312557593758801,0.1457321882231338,0.2843732394366197
2023-06-03,124.489998,126.745003,124.349998,125.230003,125.230003,19362400.0,8082.0,0.2432004586190033,0.066538173215114,0.0157218881464983
2023-06-04,124.489998,126.745003,124.349998,125.230003,125.230003,19362400.0,851.0,0.4553271090455355,0.1152456262425206,0.1052619271445358
2023-06-05,124.610001,127.989998,124.379997,126.629997,126.629997,22672500.0,19726.0,0.3535585413517011,0.002122150148431,0.063578023927811
2023-06-06,126.599998,128.880005,125.970001,127.910004,127.910004,19450100.0,9963.0,0.2377153472278184,-0.0054952829730292,0.2326447756699789
2023-06-07,127.574997,129.550003,122.629997,122.940002,122.940002,34179300.0,1340.0,0.3824093342098684,0.060364112470778,0.214730895522388
2023-06-08,122.584999,123.730003,122.010002,122.669998,122.669998,24815000.0,3608.0,0.3518872277313404,-0.0348740492386678,0.0684825388026607
2023-06-09,122.559998,124.285004,122.419998,122.870003,122.870003,20304500.0,1418.0,0.3667869786100435,0.120707903779126,0.3134712976022566
2023-06-10,122.559998,124.285004,122.419998,122.870003,122.870003,20304500.0,115.0,0.4120239262635225,0.1489953234653545,0.0774226086956521
2023-06-11,122.559998,124.285004,122.419998,122.870003,122.870003,20304500.0,18.0,0.3848800505050505,0.1053907126823793,0.1724222222222222
2023-06-12,123.394997,124.75,122.349998,124.349998,124.349998,22255700.0,481.0,0.3589445134445134,0.0016824909324909,0.3038509355509355
2023-06-13,125.650002,125.860001,123.845001,124.43,124.43,19287700.0,33.0,0.2143578643578643,0.0767857142857142,0.1273939393939394
2023-06-14,123.800003,124.790001,122.160004,124.379997,124.379997,24659600.0,11551.0,0.4238930031676914,0.1125491369701284,0.1676735780451909
2023-06-15,123.879997,126.160004,123.139999,125.790001,125.790001,24517100.0,3271.0,0.4015479965397558,0.0359736151703698,0.4985509630082543
2023-06-16,126.699997,126.699997,123.790001,124.059998,124.059998,56686800.0,2337.0,0.3856664952892791,0.1085171096210573,0.2876124518613607
2023-06-17,126.699997,126.699997,123.790001,124.059998,124.059998,56686800.0,873.0,0.2732509367076132,0.0725807875388549,0.215293470790378
2023-06-18,126.699997,126.699997,123.790001,124.059998,124.059998,56686800.0,10584.0,0.480203037199033,0.0813891866622242,0.1394891628873772
2023-06-19,126.699997,126.699997,123.790001,124.059998,124.059998,56686800.0,431.0,0.3086401207456892,0.0935340561948119,-0.0610893271461716
2023-06-20,123.535004,125.175003,122.830002,123.849998,123.849998,22698000.0,34720.0,0.4006891339349983,0.0349050938741186,0.2931843029953917
2023-06-21,123.235001,123.410004,120.860001,121.260002,121.260002,22612000.0,1375.0,0.484835158074249,-0.046623194280467,-0.0313057454545454
2023-06-22,120.660004,123.934998,119.599998,123.870003,123.870003,20781900.0,1172.0,0.5826027584840789,-0.0861689811523178,-0.3861909556313994
2023-06-23,122.040001,123.440002,121.860001,123.019997,123.019997,29542900.0,637.0,0.4370288660157465,0.001117620636571,-0.0872905808477237
2023-06-24,122.040001,123.440002,121.860001,123.019997,123.019997,29542900.0,2700.0,0.528618223447254,0.1380537187939148,-0.2651994814814815
2023-06-25,122.040001,123.440002,121.860001,123.019997,123.019997,29542900.0,1299.0,0.4414593196405891,-0.0350453535091813,-0.0460331793687451
2023-06-26,121.466003,122.720001,118.989998,119.089996,119.089996,23185000.0,2242.0,0.4183150853427052,0.1305189912165671,0.2722966547725245
2023-06-27,117.839996,119.894997,116.910004,119.010002,119.010002,27221700.0,22889.0,0.4357039605779115,-0.0069463442481334,0.1227668880248154
2023-06-28,117.959999,121.269997,117.599998,121.080002,121.080002,19753100.0,11825.0,0.3425201577386318,0.0144515765123742,0.0177950359408033
2023-06-29,120.089996,120.910004,119.209999,120.010002,120.010002,18517500.0,474.0,0.3634813920424227,0.0592582884654916,0.1112983122362869
2023-06-30,121.099998,122.029999,120.879997,120.970001,120.970001,23865800.0,848.0,0.4940784861909673,0.1382642385253308,0.6480544811320755
2023-07-01,121.099998,122.029999,120.879997,120.970001,120.970001,23865800.0,10.0,0.2417460317460317,0.1214285714285714,0.18338
